Country,Created_Date,Estimated_Yearly_Earning,Subscribe_Rank,Subscribers,Type,Uploads,Username,Views,Views_Rank
,"Feb 27th, 2018","
$385 - $6.2K ",616,"7,240,399",People,3,DJ Khaled,"1,773,699","1,173,342nd"
GB,"Jul 9th, 2008","
$46.4K - $742.7K ",615,"7,239,225",Games,"4,613",YOGSCAST Lewis & Simon,"3,943,556,358",312th
US,"Aug 18th, 2012","
$60.9K - $974.8K ",614,"7,253,115",Comedy,256,iDubbbzTV,"1,059,124,408","1,966th"
ES,"Nov 27th, 2011","
$39.4K - $631.2K ",613,"7,254,634",Games,"1,921",sTaXxCraft,"1,619,551,048","1,145th"
BR,"Jan 16th, 2012","
$96.3K - $1.5M ",612,"7,287,151",Comedy,"1,146",T3ddy,"1,002,522,479","2,102nd"
RU,"Apr 20th, 2015","
$223.6K - $3.6M ",611,"7,285,241",Entertainment,"1,744",AdMe.ru - Сайт о творчестве,"1,333,366,195","1,468th"
BR,"Jul 20th, 2014","
$47.1K - $752.9K ",610,"7,280,931",Howto,746,Kim RosaCuca,"669,930,257","3,454th"
US,"Feb 6th, 2013","
$96.7K - $1.5M ",609,"7,341,603",Music,15,Billie Eilish,"176,844,409","15,624th"
MX,"Nov 29th, 2010","
$27.1K - $433.2K ",608,"7,287,456",Comedy,86,PlaticaPolinesia,"847,757,062","2,583rd"
SA,"May 27th, 2016","
$164.7K - $2.6M ",607,"7,299,199",Entertainment,614,حقائق وأسرار,"916,319,830","2,344th"
US,"Feb 8th, 2007","
$19.4K - $311.2K ",606,"7,295,363",Music,392,50 Cent,"850,397,323","2,576th"
BR,"Aug 3rd, 2013","
$28.7K - $458.4K ",605,"7,298,761",Comedy,99,Caracol Raivoso,"388,173,002","6,584th"
BR,"Sep 5th, 2011","
$98.7K - $1.6M ",604,"7,316,643",Games,"13,773",Gameplayrj,"2,643,269,745",579th
US,"Apr 1st, 2016","
$14.1K - $225.1K ",603,"7,324,023",Film,7,Alena Kids Toys,"421,346,160","5,963rd"
US,"Sep 2nd, 2009","
$216.9K - $3.5M ",602,"7,322,782",Music,100,JenniferLopezVEVO,"6,028,298,975",153rd
US,"Sep 3rd, 2012","
$24K - $383.6K ",601,"7,331,224",Howto,402,Niki and Gabi,"903,487,796","2,391st"
US,"Sep 20th, 2006","
$907 - $14.5K ",600,"7,338,236",Music,43,OneRepublic,"44,431,237","64,425th"
IN,"Apr 1st, 2015","
$315K - $5M  ",598,"7,352,060",Music,"6,643",Sonotek Haryanvi,"2,842,664,110",508th
,"Apr 22nd, 2017","
$1.2M - $18.4M ",597,"7,379,858",,83,Funny Stacy,"2,145,829,551",776th
BR,"Feb 11th, 2014","
$122.6K - $2M ",595,"7,418,162",Comedy,456,Lucas Rangel,"981,795,069","2,164th"
US,"Mar 10th, 2006","
$17.6K - $281.6K ",591,"7,430,149",Music,805,emimusic,"2,798,635,869",524th
US,"Feb 26th, 2014","
$252.5K - $4M ",590,"7,450,038",Music,"1,059",Chill Nation,"2,125,684,029",784th
ES,"Jun 1st, 2011","
$12.4K - $198.5K ",588,"7,438,847",Games,"3,353",aLexBY11,"1,222,946,079","1,630th"
US,"Jul 23rd, 2013","
$0 - $0 ",587,"7,444,065",Entertainment,"6,635",Saturday Night Live,"5,699,160,889","23,010,469th"
US,"Feb 11th, 2013","
$7.8K - $124.9K ",586,"7,459,150",Music,114,Lil Wayne,"287,047,231","9,252nd"
,--,"
$0 - $0 ",585,54,,0,netflix,0,"1,199th"
GB,"Nov 10th, 2011","
$9.7K - $155.1K ",584,"7,458,593",Entertainment,355,Caspar,"939,832,599","2,270th"
AU,"Jan 13th, 2012","
$137.7K - $2.2M ",580,"7,503,669",Games,"1,366",Muselk,"2,328,616,758",701st
ID,"Jan 20th, 2016","
$242.3K - $3.9M ",578,"7,533,118",Entertainment,766,Calon Sarjana,"1,478,682,478","1,299th"
JP,"Aug 31st, 2012","
$295.6K - $4.7M ",577,"7,525,022",Entertainment,"1,832",はじめしゃちょー（hajime）,"5,910,847,236",162nd
US,"Oct 29th, 2014","
$368.9K - $5.9M ",576,"7,554,337",Entertainment,943,Cut,"2,333,622,933",698th
BR,"Jul 30th, 2010","
$68.7K - $1.1M ",573,"7,553,559",Games,"3,854",BRKsEDU,"1,365,956,796","1,430th"
AR,"Jan 27th, 2016","
$27.3K - $437.5K ",572,"7,572,069",Entertainment,213,Karol Sevilla,"649,893,920","3,596th"
US,"May 12th, 2009","
$162.5K - $2.6M ",571,"7,574,086",Music,120,PinkVEVO,"4,377,263,374",260th
US,"Aug 13th, 2014","
$61.1K - $977.1K ",569,"7,589,230",Entertainment,294,Natalies Outlet,"1,146,183,046","1,763rd"
US,"Sep 19th, 2007","
$2.3K - $36.8K ",568,"7,589,806",Entertainment,559,Tyler Oakley,"673,222,359","3,429th"
ES,"Apr 30th, 2015","
$282.6K - $4.5M ",566,"7,612,906",People,32,Ya - Alisa,"638,679,210","3,673rd"
BR,"Mar 10th, 2009","
$205.1K - $3.3M ",563,"7,634,774",Music,299,Luan Santana,"2,440,372,122",660th
US,"May 19th, 2015","
$57K - $912.5K ",562,"7,634,629",Entertainment,"1,764",Yippee Toys,"3,289,457,263",407th
IN,"Jan 24th, 2013","
$376.6K - $6M ",561,"7,666,886",Film,176,Jingle Toons,"2,612,780,406",598th
BR,"Sep 6th, 2015","
$718.3K - $11.5M ",559,"7,685,524",People,370,Maria Clara & JP,"1,992,505,469",870th
BR,"Aug 30th, 2012","
$181.3K - $2.9M ",558,"7,688,713",Games,"3,275",Jazzghost,"1,568,480,506","1,195th"
BE,"Jul 1st, 2011","
$49.4K - $790K ",557,"7,686,674",Entertainment,"1,145",Tomorrowland,"1,207,179,564","1,654th"
US,"Mar 25th, 2013","
$520.9K - $8.3M ",556,"7,708,970",Entertainment,320,Lyrical Lemonade,"2,409,563,168",671st
IN,"May 3rd, 2013","
$340.7K - $5.5M ",555,"7,704,165",Entertainment,"3,322",Haryanvi Maina,"3,468,597,006",376th
US,"Aug 18th, 2011","
$87.8K - $1.4M ",554,"7,722,648",Comedy,462,dangmattsmith,"1,128,493,449","1,804th"
BR,"Jul 9th, 2013","
$108.6K - $1.7M ",553,"7,726,989",People,435,Viih Tube,"559,844,767","4,296th"
,"Aug 31st, 2016","
$50.6K - $810.1K ",552,"7,728,388",Comedy,70,Liza Koshy Too,"540,832,147","4,473rd"
CO,"Oct 4th, 2011","
$26.7K - $427.6K ",551,"7,762,274",Howto,260,Kika Nieto,"667,886,433","3,470th"
,"Aug 10th, 2013","
$253.9K - $4.1M ",550,"7,803,989",Entertainment,290,#Refugio Mental,"1,589,311,369","1,179th"
BR,"Nov 12th, 2016","
$65.8K - $1.1M ",549,"7,792,673",People,756,Área Secreta,"954,800,175","2,231st"
GB,"Feb 17th, 2008","
$80.1K - $1.3M ",547,"7,838,374",Games,"1,630",Miniminter,"2,697,730,150",562nd
US,"Mar 30th, 2013","
$45.5K - $728.6K ",546,"7,861,907",News,57,Sebastián Yatra,"375,370,598","6,851st"
,"Feb 5th, 2016","
$328.9K - $5.3M ",545,"7,860,553",People,542,Troom Troom Es,"1,591,344,232","1,176th"
IN,"Mar 23rd, 2014","
$531K - $8.5M ",542,"7,878,048",Music,"3,232",White Hill Music,"2,798,720,747",523rd
US,"Aug 12th, 2013","
$13.6K - $218.1K ",541,"7,871,891",Comedy,342,Wolfie,"1,079,252,740","1,902nd"
,"Oct 30th, 2017","
$356.6K - $5.7M ",540,"7,899,074",,"1,676",IDEAS EN 5 MINUTOS,"1,281,263,320","1,552nd"
US,"Mar 21st, 2008","
$80.8K - $1.3M ",539,"7,889,811",Tech,"1,087",Marques Brownlee,"1,171,469,439","1,715th"
BR,"Feb 7th, 2014","
 $70K - $1.1M ",538,"7,904,847",Music,161,Tauz,"1,719,317,277","1,058th"
US,"Jan 17th, 2012","
$99.2K - $1.6M ",536,"7,915,022",Music,68,Migos ATL,"1,987,621,711",873rd
IN,"Feb 1st, 2007","
$457K - $7.3M ",535,"7,920,017",Entertainment,"20,392",Vijay Television,"4,705,992,157",226th
DE,"Jul 9th, 2013","
$58.9K - $942K ",533,"7,932,721",Education,94,Kurzgesagt – In a Nutshell,"573,328,008","4,184th"
IN,"Jul 24th, 2016","
$123.7K - $2M ",531,"7,998,654",Entertainment,176,FactTechz,"542,549,988","4,455th"
US,"Sep 23rd, 2011","
$53.4K - $853.6K ",530,"7,985,344",Games,"6,362",TheBrainDit,"2,708,023,516",559th
RU,"Oct 2nd, 2012","
$53K - $848.5K ",528,"7,995,374",Games,"1,436",FROST,"3,007,710,282",467th
CA,"Aug 24th, 2008","
$79.6K - $1.3M ",527,"8,004,191",Games,"2,618",Typical Gamer,"1,994,348,857",866th
BR,"Nov 20th, 2014","
$148.4K - $2.4M ",526,"8,014,315",Entertainment,"3,370",Programa Pânico,"2,787,084,352",528th
IN,"Mar 15th, 2012","
$655.9K - $10.5M ",522,"8,070,778",Music,"2,116",Worldwide Records Bhojpuri,"3,810,895,976",325th
IN,"Jul 20th, 2015","
$0 - $0 ",521,"8,061,486",Comedy,705,Dehati India N Masti,"2,886,291,946",494th
US,"Feb 11th, 2010","
$172.2K - $2.8M ",520,"8,051,239",Music,97,EllieGouldingVEVO,"4,612,307,120",237th
GB,"Jun 10th, 2014","
$353.5K - $5.7M ",519,"8,138,557",Entertainment,543,Morgz,"1,134,943,158","1,797th"
IN,"Mar 23rd, 2012","
$362.1K - $5.8M ",516,"8,141,796",Entertainment,"30,799",Volga Video,"4,193,433,446",286th
US,"Apr 27th, 2008","
$133.2K - $2.1M ",513,"8,169,252",Games,232,Marmok,"1,170,122,432","1,719th"
CA,"Nov 25th, 2008","
$302.7K - $4.8M ",511,"8,167,986",Tech,"4,469",Linus Tech Tips,"2,421,111,298",666th
IN,"Sep 9th, 2016","
$47.8K - $764.4K ",510,"8,204,857",Entertainment,340,The World Adventures हिन्दी,"1,059,354,719","1,965th"
US,"Jun 22nd, 2005","
$0 - $0 ",509,"8,192,998",Tech,273,Apple,"493,217,662","4,979th"
AT,"Sep 23rd, 2006","
$81.1K - $1.3M ",508,"8,200,049",Sports,"6,663",Red Bull,"2,151,912,655",772nd
VN,"Feb 26th, 2014","
$272.3K - $4.4M ",507,"8,224,636",Entertainment,393,FAP TV,"3,146,173,355",441st
TH,"Mar 12th, 2014","
$246.2K - $3.9M ",505,"8,222,703",Games,"1,485",zbing z.,"3,113,701,138",445th
GB,"Nov 13th, 2011","
$9.8K - $157K ",504,"8,224,327",Comedy,285,ThatcherJoe,"1,266,405,026","1,577th"
GB,"Oct 28th, 2007","
$1.8K - $29.5K ",503,"8,241,408",Music,89,Jessie J,"78,071,509","36,631st"
US,"Dec 11th, 2012","
$56.3K - $901.1K ",501,"8,255,631",Film,698,CinemaSins,"2,599,137,136",601st
IN,"Aug 10th, 2014","
$771.8K - $12.3M ",500,"8,278,754",Music,"16,304",Wave Music - Bhojpuri,"4,474,588,713",253rd
CO,"Mar 14th, 2013","
$9K - $144.5K ",499,"8,293,853",Music,73,Karolgmusic,"381,184,905","6,732nd"
,"Aug 9th, 2013","
$113K - $1.8M ",498,"8,282,104",Entertainment,309,#Refúgio Mental,"1,278,357,392","1,555th"
GB,"Oct 29th, 2011","
$299.9K - $4.8M ",497,"8,285,298",Music,138,littlemixVEVO,"4,003,894,012",303rd
US,"Jul 31st, 2006","
$72.9K - $1.2M ",496,"8,316,912",Entertainment,934,Colleen Ballinger,"1,398,826,004","1,392nd"
ES,"Nov 9th, 2012","
$44.8K - $717K ",495,"8,332,416",Entertainment,261,ZarcortGame,"1,718,942,891","1,059th"
BR,"May 9th, 2010","
$134.3K - $2.1M ",494,"8,344,423",Entertainment,536,Juliana Baltar,"1,636,757,067","1,129th"
US,"Sep 5th, 2009","
$181.8K - $2.9M ",493,"8,355,782",Music,105,twenty one pilots,"1,642,539,749","1,124th"
VE,"Dec 9th, 2012","
$54.5K - $872.4K ",491,"8,386,914",Entertainment,118,LA DIVAZA,"542,870,601","4,450th"
AU,"Jan 4th, 2015","
$523.3K - $8.4M ",490,"8,402,331",Games,"1,026",LazarBeam,"2,060,091,245",823rd
TH,"Oct 3rd, 2006","
$100.6K - $1.6M ",488,"8,407,174",Travel,815,Bie The Ska,"2,543,606,422",619th
US,"Jul 4th, 2012","
$204.4K - $3.3M ",487,"8,413,648",Games,"3,555",Preston,"2,808,623,755",519th
US,"Dec 10th, 2015","
$3K - $48K ",485,"8,433,186",Music,92,CNCO,"53,744,888","53,335th"
US,"Aug 24th, 2012","
$342.8K - $5.5M ",484,"8,437,388",People,276,Cole&Sav,"2,116,350,553",791st
CA,"May 28th, 2012","
$51.3K - $820.8K ",483,"8,441,876",Tech,306,AsapSCIENCE,"1,186,192,988","1,688th"
GB,"Apr 29th, 2006","
$144.6K - $2.3M ",482,"8,451,206",Entertainment,706,Gordon Ramsay,"1,388,543,039","1,406th"
US,"Sep 2nd, 2009","
$377.5K - $6M ",480,"8,459,051",Music,92,michaeljacksonVEVO,"6,279,666,863",141st
MX,"Feb 23rd, 2011","
$25.8K - $412.2K ",478,"8,473,664",Entertainment,551,YosStoP,"815,639,493","2,720th"
KR,"May 18th, 2016","
$198.4K - $3.2M ",476,"8,489,742",People,191,Boram Tube ToysReview [보람튜브…,"2,373,376,986",681st
US,"Oct 30th, 2009","
$31.2K - $499.5K ",475,"8,523,741",Music,112,Farruko,"645,871,277","3,627th"
US,"Feb 22nd, 2006","
$38.3K - $612.9K ",472,"8,545,123",Film,338,RocketJump,"1,676,398,799","1,097th"
IN,"May 19th, 2006","
$423.2K - $6.8M ",471,"8,562,235",Entertainment,"7,776",StarPlus,"2,072,246,995",815th
CA,"Mar 3rd, 2016","
$432.8K - $6.9M ",470,"8,567,811",Entertainment,285,SIS vs BRO,"3,203,180,419",427th
BR,"May 27th, 2014","
$228.9K - $3.7M ",469,"8,574,743",Entertainment,872,Camila Loures,"1,012,577,018","2,077th"
ES,"Jun 23rd, 2012","
$81.4K - $1.3M ",467,"8,568,904",Entertainment,812,DalasReview,"1,783,830,596","1,005th"
,"Jan 24th, 2011","
$175.6K - $2.8M ",466,"8,584,264",Comedy,201,Kaykai Salaider,"1,341,147,094","1,462nd"
US,"Mar 17th, 2016","
$2.1M - $33.1M ",465,"8,607,697",Education,204,Toys and Colors,"4,868,309,505",218th
US,"Dec 20th, 2006","
$49 - $778 ",464,"8,580,417",Music,8,PinkVideoVault,"29,491,772","95,957th"
BR,"Jul 29th, 2008","
$205.3K - $3.3M ",463,"8,596,018",Music,238,Jorge & Mateus Oficial,"4,068,036,019",295th
CO,"Sep 8th, 2016","
$252.1K - $4M ",462,"8,665,223",Music,27,Anuel AA,"294,420,904","9,014th"
US,"Sep 4th, 2011","
$40.9K - $654.9K ",461,"8,610,020",Film,"1,044",Tanner Fox,"1,695,473,649","1,076th"
CO,"Jul 20th, 2009","
$75.6K - $1.2M ",460,"8,631,259",Entertainment,254,Ami Rodriguez,"1,031,721,466","2,034th"
,"Dec 1st, 2016","
$358.1K - $5.7M ",459,"8,698,209",People,35,Cardi B,"2,478,295,819",645th
ES,"May 1st, 2013","
$50.6K - $809.9K ",458,"8,701,480",Games,"2,338",luzugames,"1,465,570,468","1,311th"
IN,"Sep 12th, 2015","
$632.9K - $10.1M ",457,"8,732,402",Film,376,Goldmines,"1,455,612,860","1,320th"
GB,"May 19th, 2006","
$48.3K - $772.9K ",456,"8,716,843",Music,250,Conor Maynard,"1,692,344,966","1,080th"
US,"Dec 3rd, 2010","
$11.3K - $180.8K ",455,"8,713,967",Howto,"1,478",grav3yardgirl,"1,559,882,877","1,211th"
MX,"May 25th, 2015","
$130.1K - $2.1M ",453,"8,745,709",Games,345,Antrax,"1,137,599,354","1,779th"
US,"Jul 4th, 2010","
$406.9K - $6.5M ",451,"8,759,745",Comedy,227,Talking Tom,"3,950,579,341",310th
US,"Feb 26th, 2014","
$125.7K - $2M ",450,"8,748,270",Music,47,MeghanTrainorVEVO,"5,538,156,050",183rd
US,"Aug 21st, 2014","
$278.2K - $4.5M ",448,"8,788,929",Entertainment,623,Infinite,"1,097,538,119","1,866th"
MX,"Apr 3rd, 2013","
$50.3K - $804.8K ",447,"8,785,381",Howto,244,HellomaphieMX,"875,494,617","2,483rd"
US,"Jan 6th, 2016","
$661.7K - $10.6M ",445,"8,832,888",Film,442,Genevieve's Playhouse - Toy Learning for Kids,"3,987,258,266",305th
US,"Oct 8th, 2005","
$33.3K - $532.9K ",444,"8,830,137",Music,104,Avril Lavigne,"155,660,293","17,889th"
PR,"Jul 2nd, 2008","
$224.2K - $3.6M ",443,"8,839,231",Music,316,Pina Records,"5,077,903,727",208th
BR,"Jun 21st, 2009","
$262.1K - $4.2M ",439,"8,864,834",Music,252,Wesley Safadão,"4,067,692,534",296th
US,"May 23rd, 2014","
$319.4K - $5.1M ",438,"8,905,274",Entertainment,452,Tfue,"607,028,046","3,889th"
RU,"Aug 10th, 2013","
$166.2K - $2.7M ",437,"8,890,035",Entertainment,449,Мастерская Настроения,"1,850,023,571",963rd
BR,"Jun 27th, 2009","
$376K - $6M ",435,"8,914,631",Music,173,Henrique e Juliano,"5,872,806,290",164th
US,"Jul 18th, 2006","
$3.1K - $49.5K ",434,"8,909,788",Howto,249,Michelle Phan,"1,032,033,043","2,030th"
GB,"Nov 24th, 2014","
$422.3K - $6.8M ",433,"8,936,468",Entertainment,561,Emily Tube,"2,956,936,929",477th
US,"May 20th, 2006","
$58.8K - $940.5K ",431,"8,931,505",Education,"1,079",CrashCourse,"995,924,050","2,117th"
US,"Oct 26th, 2009","
$22.7K - $362.5K ",430,"8,925,425",People,"1,932",Joey Graceffa,"1,855,122,367",960th
BR,"Jan 22nd, 2008","
$0 - $0 ",429,"8,952,240",Entertainment,970,MAIKI021,"909,637,175","2,363rd"
KR,"Jan 6th, 2007","
$582.2K - $9.3M ",428,"8,957,718",Entertainment,"34,675",KBS World TV,"6,146,186,940",148th
MX,"Mar 10th, 2006","
$43.9K - $702.7K ",427,"8,966,229",Entertainment,565,luisitorey,"1,554,481,350","1,219th"
MX,"Aug 30th, 2014","
$176.3K - $2.8M ",425,"9,006,210",People,139,Gibby :),"1,615,819,274","1,153rd"
GB,"Oct 6th, 2012","
$1.6M - $25.8M ",424,"9,058,093",Entertainment,227,Toys And Little Gaby,"2,728,460,130",554th
GB,"Jul 29th, 2011","
$73.3K - $1.2M ",422,"9,018,644",Games,"3,457",stampylonghead,"6,920,212,951",120th
US,"May 19th, 2015","
$161.6K - $2.6M ",421,"9,036,414",People,326,Katie Angel,"1,015,921,600","2,070th"
BR,"Jan 27th, 2015","
$101.7K - $1.6M ",420,"9,066,573",Entertainment,197,Matheus Yurley,"487,458,096","5,041st"
US,"Mar 10th, 2014","
$143.1K - $2.3M ",419,"9,075,716",Comedy,219,Dolan Twins,"1,227,672,648","1,623rd"
US,"Jun 1st, 2017","
$524.8K - $8.4M ",417,"9,101,440",Howto,199,Blossom,"2,291,724,156",714th
US,"Dec 15th, 2006","
$430.1K - $6.9M ",416,"9,102,410",Music,"1,069",Atlantic Records,"8,411,600,351",90th
GB,"May 12th, 2011","
$299.8K - $4.8M ",414,"9,122,526",Games,"3,561",BCC Trolling,"2,303,836,196",711th
US,"Oct 9th, 2009","
$7.4K - $119K ",413,"9,124,119",People,"1,851",BFvsGF,"2,944,891,187",482nd
US,"Apr 21st, 2011","
$344.5K - $5.5M ",412,"9,141,636",Music,139,RomeoSantosVEVO,"7,535,525,635",104th
BR,"Oct 18th, 2014","
$240.7K - $3.9M ",411,"9,166,338",Film,532,Invento na Hora,"1,356,452,801","1,443rd"
BR,"Nov 5th, 2009","
$119.4K - $1.9M ",410,"9,171,409",Entertainment,"1,827",Coisa de Nerd,"2,416,364,938",667th
US,"Jan 26th, 2016","
$0 - $0 ",409,"9,192,247",Music,11,zayn,"42,032,724","67,993rd"
UA,"Oct 20th, 2014","
$516.5K - $8.3M ",408,"9,197,401",Entertainment,311,Познаватель,"3,060,012,147",452nd
BR,"Jun 20th, 2017","
$153.6K - $2.5M ",406,"9,221,283",,"1,980",INCRÍVEL,"1,008,912,351","2,089th"
IN,"Oct 22nd, 2016","
$618K - $9.9M ",405,"9,232,468",,200,Geet MP3,"2,361,873,537",686th
MX,"Oct 6th, 2013","
$17K - $271.4K ",404,"9,217,410",Comedy,151,Juanpa Zurita,"514,629,329","4,743rd"
AU,"May 1st, 2015","
$48.6K - $778K ",403,"9,226,254",People,42,Primitive Technology,"677,262,283","3,406th"
,"Jan 13th, 2015","
$0 - $0 ",402,"9,267,583",,0,Live,0,"24,337,773rd"
TH,"Jan 15th, 2014","
$989.1K - $15.8M ",400,"9,323,461",Music,"3,154",GRAMMY GOLD OFFICIAL,"8,314,791,224",91st
IN,"Jun 1st, 2012","
$313.1K - $5M ",399,"9,344,573",News,"118,056",ABP NEWS,"2,885,549,522",496th
AR,"Aug 8th, 2016","
$512K - $8.2M ",398,"9,345,860",,20,Paulo Londra,"1,745,469,236","1,038th"
US,"May 5th, 2014","
$193.1K - $3.1M ",397,"9,353,551",Games,"1,680",BuzzFeed Multiplayer,"4,521,312,528",249th
US,"May 12th, 2009","
$400.7K - $6.4M ",396,"9,382,926",Music,144,LadyGagaVEVO,"6,363,512,463",136th
MX,"Feb 15th, 2009","
$65.4K - $1M ",395,"9,394,113",Comedy,109,Vete a la Versh,"1,443,032,479","1,335th"
BR,"Aug 26th, 2015","
$242.1K - $3.9M ",394,"9,408,685",Entertainment,739,Kids Fun,"2,056,841,216",826th
GB,"Jan 29th, 2007","
$1.4K - $22.7K ",393,"9,402,278",Music,63,elliegoulding,"138,645,224","20,236th"
GB,"Nov 27th, 2008","
$129.1K - $2.1M ",392,"9,448,035",Entertainment,"2,175",SevenSuperGirls,"5,566,754,146",182nd
ES,"Nov 29th, 2012","
$46K - $735.9K ",391,"9,445,025",Entertainment,"1,160",InfantiLandia,"2,938,538,488",485th
GB,"Sep 14th, 2012","
$1.1K - $18.3K ",390,"9,465,564",Entertainment,12,SAM SMITH,"103,539,163","27,311th"
ES,"Jan 30th, 2012","
$312.9K - $5M ",389,"9,469,404",Games,"2,366",TheGrefg,"2,343,415,404",695th
RU,"Jun 4th, 2012","
$228.3K - $3.7M ",388,"9,486,123",Comedy,361,TheBrianMaps,"2,104,386,534",796th
IN,"Jan 11th, 2011","
$0 - $0 ",387,"9,499,494",Music,"8,198",Sonotek,"3,272,601,835",410th
GB,"Apr 9th, 2011","
$99.3K - $1.6M ",385,"9,550,402",Sports,586,F2Freestylers - Ultimate Soccer Skills…,"1,753,883,547","1,028th"
,"Jun 17th, 2015","
$90.2K - $1.4M ",384,"9,563,295",Tech,841,MrGear,"2,591,205,865",603rd
TR,"Nov 18th, 2012","
$434.4K - $7M ",383,"9,572,524",Games,"1,739",Enes Batur,"4,279,932,894",273rd
BR,"Dec 26th, 2013","
$266.2K - $4.3M ",382,"9,590,329",Music,"1,061",FitDance,"2,966,044,385",475th
US,"Jul 25th, 2011","
$38.7K - $619K ",381,"9,587,707",Howto,264,MyLifeAsEva,"944,885,622","2,256th"
US,"Jul 11th, 2006","
$62.9K - $1M ",380,"9,603,213",Film,"8,043",Rooster Teeth,"5,750,625,735",167th
,"Jun 19th, 2018","
$0 - $0 ",379,48,,0,Funny Carrot Cartoons For Kids,0,"24,535,261st"
,"Aug 11th, 2015","
$2.5K - $40.2K ",378,"9,633,773",Music,23,Camila Cabello,"41,104,837","69,441st"
MX,"Aug 28th, 2014","
$335.2K - $5.4M ",374,"9,738,111",People,"1,665",Tu COSMOPOLIS,"1,744,371,392","1,039th"
ID,"Jan 15th, 2016","
$422K - $6.8M ",373,"9,773,189",Entertainment,442,Ricis Official,"1,115,845,242","1,831st"
US,"Jun 29th, 2006","
$419.7K - $6.7M ",372,"9,749,194",Entertainment,"1,973",America's Got Talent,"2,323,323,301",703rd
GB,"Dec 1st, 2011","
$64.6K - $1M ",371,"9,735,759",People,"1,627",Deji,"3,519,503,284",369th
MX,"Nov 17th, 2014","
$133.1K - $2.1M ",367,"9,794,028",Entertainment,243,XpressTV,"1,383,799,758","1,411th"
,"Feb 5th, 2011","
$373.1K - $6M ",366,"9,818,457",Music,86,Dua Lipa,"3,243,872,641",418th
RU,"Jul 25th, 2010","
$61.6K - $985K ",365,"9,827,327",Comedy,496,AdamThomasMoran,"2,030,964,779",842nd
US,"Aug 7th, 2011","
$40.3K - $644.1K ",364,"9,831,088",Entertainment,327,VitalyzdTv,"1,651,324,800","1,117th"
US,"Aug 17th, 2009","
$196K - $3.1M ",362,"9,873,226",Music,37,DrakeVEVO,"5,308,872,990",195th
US,"Apr 2nd, 2008","
$308.6K - $4.9M ",361,"9,889,569",Games,"3,845",Kwebbelkop,"3,747,318,188",336th
US,"Nov 27th, 2006","
$156.2K - $2.5M ",359,"9,941,603",Games,"5,920",theRadBrad,"3,883,057,072",318th
BR,"Jul 30th, 2012","
$457.2K - $7.3M ",357,"9,972,551",Film,725,Turma da Mônica,"7,571,554,967",103rd
BR,"Nov 21st, 2015","
$235K - $3.8M ",356,"9,992,208",Entertainment,448,Planeta das Gêmeas,"2,390,981,743",677th
US,"Jul 20th, 2010","
$38.3K - $612.2K ",355,"10,006,916",Games,"4,786",CaptainSparklez,"3,311,326,745",404th
PR,"Feb 13th, 2016","
$400.8K - $6.4M ",354,"10,027,153",Music,28,Hear This Music,"4,905,110,870",217th
US,"May 12th, 2009","
$151.7K - $2.4M ",352,"10,065,843",Music,194,PitbullVEVO,"7,637,563,159",102nd
US,"May 24th, 2013","
$982.9K - $15.7M ",351,"10,094,796",Games,"1,211",FGTeeV,"9,909,418,546",69th
US,"Dec 1st, 2006","
$0 - $0 ",350,"10,087,238",Comedy,325,Bart Baker,"3,220,266,116",426th
ES,"Sep 18th, 2012","
$93.5K - $1.5M ",349,"10,114,685",Howto,658,ExpCaseros,"1,895,143,181",938th
IN,"Jul 5th, 2017","
$270.5K - $4.3M ",347,"10,144,446",,"2,102",DLS News,"1,151,186,363","1,757th"
ID,"Jan 26th, 2014","
$398.1K - $6.4M ",346,"10,265,254",Entertainment,379,Atta Halilintar,"779,737,820","2,877th"
US,"Jun 4th, 2008","
$258 - $4.1K ",345,"10,169,974",Games,9,Meghan Trainor,"1,956,114","1,087,647th"
AE,"Apr 24th, 2014","
$111.2K - $1.8M ",343,"10,213,224",Comedy,402,Noor Stars,"1,156,784,905","1,747th"
US,"Aug 30th, 2014","
$225.5K - $3.6M ",342,"10,233,345",Comedy,108,TheOdd1sOut,"1,770,487,691","1,012th"
US,"Nov 18th, 2005","
$27.6K - $440.8K ",341,"10,248,532",Music,88,Jennifer Lopez,"130,451,190","21,592nd"
GB,"Apr 5th, 2015","
$147.2K - $2.4M ",339,"10,265,508",Entertainment,655,Toys AndMe,"2,399,310,318",672nd
BR,"Oct 3rd, 2007","
$40.5K - $648.5K ",338,"10,261,732",Comedy,382,Galo Frito,"1,601,584,755","1,166th"
US,"Mar 4th, 2013","
$142.9K - $2.3M ",337,"10,306,710",Music,87,FifthHarmonyVEVO,"5,603,821,246",180th
IN,"Jul 6th, 2009","
$133.3K - $2.1M ",336,"10,372,689",Comedy,122,ashish chanchlani vines,"883,106,321","2,459th"
US,"Jun 8th, 2009","
$2.3K - $37.5K ",333,"10,394,303",Howto,479,Bethany Mota,"989,194,607","2,135th"
BR,"Jun 11th, 2010","
$31.6K - $505.3K ",332,"10,406,702",Comedy,792,EU FICO LOKO,"885,296,194","2,452nd"
AU,"Mar 19th, 2013","
$378.7K - $6.1M ",331,"10,419,143",Games,"3,119",Lachlan,"2,557,710,217",616th
US,"Jan 31st, 2008","
$78.2K - $1.3M ",329,"10,432,320",Entertainment,789,Miranda Sings,"1,925,000,221",918th
